id,asin,title,group,salesrank,similar_count,similar_asins,categories_count,categories_list,reviews_total,reviews_downloaded,reviews_avg_rating,reviews_list
744,0345451767,The Long Life Cookbook : Delectable Recipes for Two (Long Life Book),Book,672195,4,0449901335;0609809687;0449907880;0449983684,5,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Diet[4317]|Healthy[4320] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Special Conditions[4632]|Low Salt[4641] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Special Conditions[4632]|Low Sugar[4642] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Special Conditions[4632]|Low-Fat Diet[282849]",0,0,0,
869,0966880706,My Wife Doesn't Cook (A Survival Guide For Men),Book,233894,0,,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Entertainment[86]|Humor[4456]|Cooking[4462]",3,3,5,date:1999-1-19|user:ATVPDKIKX0DER|score:5|votes:1|help:1 ; date:1999-1-19|user:ATVPDKIKX0DER|score:5|votes:1|help:1 ; date:1999-1-28|user:ATVPDKIKX0DER|score:5|votes:3|help:1
910,037575265X,Taste : One Palate's Journey Through the World's Greatest Dishes,Book,453240,5,0316053155;0679770038;0471461989;0395926165;0375411984,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|International[4296]",17,17,4.5,date:1998-11-3|user:A3KLJGIA1U37OT|score:5|votes:2|help:1 ; date:1998-11-23|user:AUDSKS9QYF1JU|score:5|votes:3|help:2 ; date:1998-12-1|user:A3QJDBRJ1JCB2P|score:4|votes:5|help:3 ; date:1998-12-5|user:AKPO09J3E3UQV|score:2|votes:7|help:2 ; date:1999-1-9|user:ATVPDKIKX0DER|score:4|votes:7|help:5 ; date:1999-2-27|user:A1AZQROKPPKEBM|score:5|votes:9|help:9 ; date:1999-3-2|user:ATVPDKIKX0DER|score:5|votes:18|help:18 ; date:2000-2-4|user:ABYI8GHFXXSBP|score:5|votes:4|help:2 ; date:2000-3-2|user:A192CRO0BXS7OR|score:5|votes:7|help:2 ; date:2000-3-24|user:A3VR0JZC0ZCKXJ|score:5|votes:9|help:7 ; date:2000-5-22|user:A1P9F0WQ7H11E5|score:5|votes:6|help:6 ; date:2000-12-17|user:A33FL7LN5YJMRF|score:5|votes:0|help:0 ; date:2000-12-17|user:A33FL7LN5YJMRF|score:5|votes:2|help:2 ; date:2001-1-20|user:A1X06KM5C9AVMC|score:5|votes:3|help:3 ; date:2001-1-31|user:AUP3ELDPHB1KG|score:3|votes:3|help:0 ; date:2001-2-6|user:A1KBGHIM9FQJ1A|score:5|votes:2|help:1 ; date:2001-6-24|user:AUP3ELDPHB1KG|score:4|votes:4|help:4
929,0894806092,Mrs. Witty's Monster Cookies,Book,646733,5,0811826465;089480037X;0517101076;0060146931;0071418660,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Baking[4196]|Cookies[4200] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233]",2,2,5,date:1999-12-10|user:A1PM7E91K7U80R|score:5|votes:4|help:4 ; date:2001-4-11|user:A2A9TDJQSTT6K0|score:5|votes:2|help:2
937,0890879478,The Totally Potato Cookbook (Totally Cookbooks),Book,556066,5,0890878943;0890878951;0890878838;0890877262;0890878331,3,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Vegetables & Vegetarian[4336]|Potatoes[4341] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Vegetables & Vegetarian[4336]|Vegetables[4344]",0,0,0,
958,0671884433,Feed Me! I'm Yours : Revised and Expanded Edition,Book,183195,5,091677306X;068401873X;089480300X;0553380907;0809232316,4,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Reference[4261] ; |Books[283155]|Subjects[1000]|Parenting & Families[20]|Parenting[11401]|Babies & Toddlers[11403]|General[11408] ; |Books[283155]|Subjects[1000]|Parenting & Families[20]|Parenting[11401]|Child Care[11416] ; |Books[283155]|Subjects[1000]|Parenting & Families[20]|Parenting[11401]|Health & Nutrition[11425]",21,21,4,date:1997-4-8|user:ATVPDKIKX0DER|score:2|votes:46|help:6 ; date:1997-10-19|user:A1RX03L0WQDN2V|score:5|votes:6|help:6 ; date:1998-8-22|user:ATVPDKIKX0DER|score:5|votes:9|help:9 ; date:1998-10-9|user:ATVPDKIKX0DER|score:3|votes:3|help:3 ; date:1999-1-14|user:ATVPDKIKX0DER|score:5|votes:21|help:20 ; date:1999-4-11|user:ATVPDKIKX0DER|score:4|votes:28|help:27 ; date:1999-11-22|user:AGDYLCUXR88OT|score:1|votes:104|help:2 ; date:2000-1-8|user:A28FCBXHEWR8UO|score:5|votes:11|help:11 ; date:2000-6-19|user:A2M4N7IIK8N1KN|score:4|votes:3|help:3 ; date:2000-12-4|user:A2L40KTN1D9192|score:5|votes:2|help:2 ; date:2001-1-8|user:A1HPHA98MASJ1H|score:5|votes:5|help:5 ; date:2001-5-13|user:A1885CG0Y8J4XP|score:5|votes:3|help:3 ; date:2002-4-17|user:A3EQF72AMUX34C|score:1|votes:18|help:15 ; date:2002-4-30|user:A2N54IV1NKWE7R|score:5|votes:4|help:4 ; date:2002-9-29|user:A1CNN5BPRV5WYY|score:3|votes:53|help:46 ; date:2003-6-1|user:A2NCWLAWOVCKF7|score:5|votes:3|help:3 ; date:2003-8-18|user:A13RPCHOEEP8JU|score:4|votes:4|help:0 ; date:2003-10-6|user:A3VAQBEKPGZDO1|score:5|votes:9|help:9 ; date:2004-1-27|user:AF8D3C07NVCFO|score:2|votes:6|help:5 ; date:2005-3-27|user:A2R6WO7ULEYFZR|score:5|votes:2|help:1 ; date:2005-6-10|user:A21NVBFIEQWDSG|score:4|votes:0|help:0
1011,0060196475,Second Helpings from Union Square Cafe: 160 New Recipes from New York's Favorite Restaurant,Book,118373,5,0060170131;0385482108;0767903609;1579652395;0375504354,3,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|U.S. Regional[4300]|General[4307] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|U.S. Regional[4300]|Middle Atlantic[4309]",10,10,4.5,date:2001-10-4|user:A1QPAGGX9FDQXM|score:5|votes:40|help:39 ; date:2001-10-8|user:A1OX82JPAQLL60|score:5|votes:21|help:21 ; date:2001-10-22|user:A3KVGZH8Q1SX2V|score:5|votes:19|help:4 ; date:2002-1-19|user:A3MJRUF34PRUWG|score:4|votes:4|help:3 ; date:2002-2-12|user:A3RZ9GP5S5J1J2|score:5|votes:7|help:7 ; date:2002-4-16|user:A13M2OZU0IWFY8|score:4|votes:2|help:2 ; date:2002-9-25|user:ALWKZ81HDSCC1|score:4|votes:7|help:7 ; date:2003-3-7|user:A3Q14EJ4540GI4|score:2|votes:7|help:4 ; date:2003-11-13|user:A20IIR0422G3A5|score:4|votes:3|help:2 ; date:2003-11-27|user:A20O4ZIXB2R6BS|score:5|votes:2|help:2
1240,0398056110,The Renal Patient's Guide to Good Eating: A Cookbook for Patients by a Patient,Book,1047709,5,0941511006;0471274232;0970161700;0781736447;0595204694,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Reference[4261]",5,5,3.5,date:1999-4-11|user:ATVPDKIKX0DER|score:5|votes:11|help:1 ; date:1999-4-11|user:ATVPDKIKX0DER|score:5|votes:56|help:5 ; date:2004-8-25|user:A3OZZ6KJ5EYL6|score:1|votes:5|help:5 ; date:2004-9-29|user:A3E3MYWQ84XTUO|score:5|votes:2|help:2 ; date:2005-4-16|user:A1R9YFCX2G24EO|score:2|votes:1|help:1
1242,0936197323,"Ancient Secret of the Fountain of Youth Cookbook : Simple, Delicious Recipes for Health and Longevity (Ancient Secret of the Fountain of Youth)",Book,289233,5,0892814500;158542241X;6305419655;1885538901;0875163238,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Diet[4317]|Healthy[4320]",1,1,4,date:2002-10-27|user:A3DYIGOLWS5CNS|score:4|votes:26|help:16
1271,0895864835,The Book of Cocktails (Book of...),Book,760184,1,1557883726,4,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Drinks & Beverages[4219]|Bartending[4220] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Drinks & Beverages[4219]|Spirits[4223] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Reference[4261]",2,2,4.5,date:1999-1-29|user:ATVPDKIKX0DER|score:5|votes:4|help:4 ; date:2003-4-13|user:A3D6TFYRMIV3ZL|score:4|votes:8|help:8
1480,0722536666,Food Combining Cookbook,Book,742738,0,,3,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Diet[4317]|Healthy[4320] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Diets[4615]|Low Fat[4618]",2,2,3.5,date:2000-7-6|user:A20672BG6WRDDM|score:5|votes:25|help:24 ; date:2001-1-3|user:A144PIXB4KFC7T|score:2|votes:9|help:9
1669,0395914787,American Vintage : The Rise of American Wine,Book,174561,5,0520202724;0874175437;0195154347;0762419644;0865476330,4,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Drinks & Beverages[4219]|Spirits[4223] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Drinks & Beverages[4219]|Wine[4224]|Wine & Winemaking[4227] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|History[9]|Americas[4808]|United States[4853]|General[4870]",0,0,0,
1692,1892588021,Tex Mex 101,Book,304386,5,0964441101;0767914880;0811816125;1580081916;0375760970,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|U.S. Regional[4300]|Southwest[4315]",1,1,3,date:2003-6-19|user:A3C6X1WD4ZRWXH|score:3|votes:4|help:3
1769,0788190202,Bull Cook: And Authentic Historical Recipes and Practices,Book,621268,3,0618005838;B0006CECBU;B00070WHZY,1,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233]",13,13,5,date:1996-2-10|user:ATVPDKIKX0DER|score:5|votes:2|help:2 ; date:1997-2-1|user:ATVPDKIKX0DER|score:5|votes:0|help:0 ; date:1997-8-11|user:A1BKFLPCEUBZTJ|score:5|votes:5|help:5 ; date:1998-1-14|user:A2QHE3ZE6PTPR7|score:5|votes:5|help:5 ; date:1998-8-2|user:APZO4KPOZP0AE|score:5|votes:2|help:2 ; date:1999-9-13|user:AWBL18ZZNLZZW|score:5|votes:11|help:11 ; date:2000-8-17|user:A3UN6WX5RRO2AG|score:5|votes:5|help:5 ; date:2000-12-11|user:A213KRJG67ESPB|score:5|votes:12|help:11 ; date:2001-7-25|user:A3UZ0OVOF5NCIK|score:4|votes:7|help:7 ; date:2001-10-9|user:A28ZT47D36FE1E|score:5|votes:5|help:5 ; date:2003-10-2|user:A2U41LDJ7ZLW5J|score:5|votes:1|help:1 ; date:2005-1-23|user:A2ZHX905R69KJ7|score:5|votes:1|help:1 ; date:2005-1-26|user:ANWEO37WAJHBB|score:5|votes:0|help:0
1775,0811803635,Jake's Seafood,Book,264556,5,0971908427;0767906918;1579652395;157061170X;0867309040,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Cooking by Ingredient[4208]|Meat, Poultry & Seafood[4212]|Seafood[4216] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233]",5,5,5,date:2000-8-20|user:A14RTY4FU57JPJ|score:5|votes:4|help:4 ; date:2001-11-25|user:A3IGIG540E9R3H|score:5|votes:2|help:2 ; date:2002-3-7|user:AQRV0C1JWZEPA|score:5|votes:1|help:1 ; date:2002-6-22|user:A2OKTH57GMZR4C|score:5|votes:3|help:3 ; date:2004-6-9|user:A2IVCG4IILTY6O|score:4|votes:1|help:1
1889,1552093654,"You Eat What You Are: People, Culture and Food Traditions",Book,307662,0,,1,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233]",5,5,2,date:1999-10-5|user:A2GSYY019ZNZON|score:1|votes:2|help:2 ; date:1999-12-1|user:A1GM8EDFB2Z44T|score:1|votes:34|help:34 ; date:2000-4-3|user:A281NPSIMI1C2R|score:5|votes:9|help:4 ; date:2001-3-3|user:A1WTQHF5VK55I1|score:1|votes:7|help:7 ; date:2001-11-4|user:A35TOU9L15YFOH|score:1|votes:4|help:4
1964,0914667106,Gourmet Vinegars: How to Make and Cook With Them,Book,734946,0,,1,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233]",1,1,4,date:2000-5-31|user:A24MPIENMUL410|score:4|votes:10|help:2
2081,0060185651,Process This! : New Recipes for the New Generation of Food Processors plus Dozens of Time-Saving Tips,Book,164094,5,1552852113;0345295862;038528179X;B00005LA9C;0811834794,4,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Appliances[4256] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|General[4295] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|U.S. Regional[4300]|General[4307]",23,23,4.5,date:2002-10-31|user:ALJXHD3JEDSHY|score:5|votes:17|help:17 ; date:2002-11-7|user:ARSZF2T5Q57YW|score:5|votes:15|help:15 ; date:2002-11-8|user:A18X3YDRN3YMKH|score:5|votes:13|help:11 ; date:2002-11-13|user:ASKHUNT1Z1TPP|score:5|votes:7|help:6 ; date:2002-11-13|user:ASKHUNT1Z1TPP|score:5|votes:0|help:0 ; date:2002-11-18|user:A1G6UHJVN47QY2|score:5|votes:14|help:14 ; date:2002-11-19|user:AIV3PXSARV5B3|score:5|votes:8|help:8 ; date:2002-11-29|user:AS2WBOXTQIZ5D|score:5|votes:11|help:11 ; date:2002-12-3|user:A2KJ78ND0F9MH8|score:5|votes:9|help:9 ; date:2002-12-3|user:A2O73PSK6HCS93|score:5|votes:4|help:4 ; date:2002-12-10|user:A2J593SKK7SQFU|score:5|votes:4|help:4 ; date:2003-1-2|user:A3C3596GWM38OO|score:2|votes:11|help:3 ; date:2003-1-5|user:AF34R022948TW|score:3|votes:10|help:6 ; date:2003-1-7|user:A2UR8E8Z7E5ADQ|score:5|votes:4|help:4 ; date:2003-1-7|user:AKEFNZ1HH3MN0|score:5|votes:4|help:4 ; date:2003-2-12|user:A2E5XBL5WVX39N|score:5|votes:1|help:1 ; date:2003-5-7|user:A18X3YDRN3YMKH|score:5|votes:9|help:5 ; date:2003-9-5|user:A7AZWDB5UG4RC|score:2|votes:17|help:16 ; date:2003-9-22|user:AK5EET6O4Y88B|score:5|votes:7|help:7 ; date:2003-10-18|user:A18X3YDRN3YMKH|score:5|votes:8|help:5 ; date:2004-5-4|user:A2WMEDQT6EL5FM|score:5|votes:5|help:5 ; date:2004-7-7|user:A20IIR0422G3A5|score:3|votes:14|help:11 ; date:2004-8-4|user:AXJ6MTQNFL8PN|score:5|votes:2|help:1
2104,1878154001,The Meat Buyers Guide,Book,520362,5,0471696269;0130452416;0471478032;0764112589;0471468495,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Cooking by Ingredient[4208]|Meat, Poultry & Seafood[4212]|Meats[4214] ; |Books[283155]|Subjects[1000]|Reference[21]|General[408268]",1,1,5,date:1998-9-13|user:A2M7DNYO7M1E2I|score:5|votes:14|help:7
2140,0941676331,Chinese Cooking For Beginners / Cocina China Para Principiantes,Book,725295,0,,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|Asian[4264]|Chinese[4266] ; |Books[283155]|Subjects[1000]|Reference[21]|Foreign Languages[11773]|Instruction[11811]|Spanish[11864]",1,1,4,date:2001-6-11|user:A1T64HY56YD27E|score:4|votes:0|help:0
